ACCOUNT_STATUS,SERVICE__PLAN,SALES_CHANNEL,DIRECT_INDIRECT_CHANNEL,SALES_SOURCE,STATE,FEEDBACK,SATELLITE,SITE_TYPE_DESC,MOST_RECENT_SALES_CHANNEL,GENDER,AGE,INCOME,MARITAL_STATUS,PRESENCE_OF_CHILDREN,COMPUTER_OWNER,Y,,,,,,
Active,Elite,Uknown,Indirect,Best Buy, NY,Unkown,Unkown,Spaceway,HN9000 Upgrade,Female,47,0,0,0,Unknown,0,,,,,,
Active,Basic_Ltd,Web orders,Direct,TAG, VA,Unkown,G16-VER-1K,Broadband Remote,National Sales,Male,26,7,1,1,Unknown,0,,,,,,
Active,Power150,Uknown,Indirect,TAG, UT,BAD,SPACEWAY3,Broadband Remote,Retail       ,Female,38,6,0,0,Unknown,0,,,,,,
Active,Proplus,Retail/others,Indirect,ACS Pre-Install, NC,Unkown,G17-HOR-6K,Broadband Remote,Direct,Male,40,0,0,0,Unknown,0,,,,,,
Active,Home,Retail/others,Indirect,Hughes Web Order, CA,BAD,Unkown,Broadband Remote,Retail,Female,28,D,1,1,N,0,,,,,,
Active,Pro,Web orders,Indirect,Perfect 10, IL,GOOD,AM6-HOR-21K,Broadband Remote,DW6000 Upgrade,Female,30,9,1,1,N,0,,,,,,
Active,Proplus,Call Center,Indirect,ACS Pre-Install, PA,GOOD,SPACEWAY3,Spaceway,HN9000 Upgrade,Male,44,A,2,0,N,0,,,,,,
Active,Pro,Uknown,Indirect,Best Buy, AR,Unkown,SM5-VER-5K,Spaceway,DPC Classic upgrade,Male,62,7,0,0,Y,0,,,,,,
Active,Pro,Call Center,Indirect,NRTC, NY,Unkown,G17-HOR-6K,Spaceway,Retail,Male,32,C,1,1,N,0,,,,,,
Active,Elite,Retail/others,Indirect,InfoDish, OK,BAD,SM5-VER-5K,Broadband Remote,DW6000 Upgrade,Female,43,0,1,1,N,0,,,,,,
Active,Proplus,Uknown,Indirect,ACS, OK,GOOD,AM6-HOR-21K,Broadband Remote,DW6000 Upgrade,Female,29,7,0,Unkown,N,0,,,,,,
Active,Proplus,Uknown,Indirect,AmericanSat, GA,GOOD,G16-HOR-8K,Broadband Remote,National Sales,Female,30,7,2,1,Unknown,0,,,,,,
Active,Power150,Web orders,Indirect,AmericanSat, VA,GOOD,SM5-HOR-6K,Broadband Remote,DPC Classic upgrade,Male,46.79,0,0,Unkown,Unknown,0,,,,,,
Active,Basic,Sales Agents,Indirect,RS&I, CA,GOOD,SM5-VER-15K,Spaceway,HN7000 Upgrade,Female,29,4,0,0,N,0,,,,,,
Active,Unknown,Vars,Direct,TAG, NY,GOOD,HZN2-VER-4K,Broadband Remote,Direct,Female,29,0,1,0,N,0,,,,,,
Active,Proplus,Uknown,Indirect,Perfect 10, VA,GOOD,AM6-HOR-21K,Broadband Remote,HN7000 Upgrade,Female,50,C,0,Unkown,Unknown,0,,,,,,
Active,Home,Web orders,Indirect,TAG, TX,Unkown,SM5-VER-15K,Spaceway,National Sales,Female,27,7,1,1,N,0,,,,,,
Active,Basic,Sales Agents,Indirect,TAG, MD,GOOD,SM5-VER-15K,Broadband Remote,HN7000 Upgrade,Female,39,6,1,0,Unknown,0,,,,,,
Active,Proplus,Vars,Indirect,Hughes Web Order, CA,BAD,SPACEWAY3,Broadband Remote,Retail       ,Male,64,4,0,0,N,0,,,,,,
Active,Basic_Ltd,Uknown,Direct,Hughes Web Order, CA,BAD,G17-HOR-6K,Broadband Remote,DPC Classic upgrade,Male,46,6,1,0,Unknown,0,,,,,,
Active,Pro,Call Center,Indirect,Hughes Web Order, VA,BAD,SM6-HOR-10K,Broadband Remote,HN7000 Upgrade,Female,55,6,1,0,Y,0,,,,,,
Active,Basic_Ltd,Retail/others,Direct,Best Buy, TX,GOOD,G17-HOR-6K,Spaceway,Retail       ,Male,47,6,1,1,Y,0,,,,,,
Active,Home,Vars,Indirect,Hughes Web Order, ME,BAD,SM5-VER-5K,Broadband Remote,Dealer-Generated Sale,Male,31,4,0,0,Unknown,0,,,,,,
Active,Unknown,Sales Agents,Indirect,TAG,CA,GOOD,SM5-VER-5K,Broadband Remote,Direct,Male,46.79,0,0,Unkown,Unknown,0,,,,,,
Active,Unknown,Uknown,Indirect,Professional Satellites, MO,GOOD,SM5-VER-5K,Broadband Remote,Direct,Male,30,4,0,0,N,0,,,,,,
Active,Power150,Uknown,Indirect,Perfect 10, TX,GOOD,Unkown,Broadband Remote,Direct,Female,33,3,1,0,N,0,,,,,,
Active,Basic_Ltd,Uknown,Indirect,AmericanSat, CA,Unkown,Unkown,Broadband Remote,HN7000 Upgrade,Male,22,6,0,Unkown,N,0,,,,,,
Active,Basic,Web orders,Direct,Hughes Web Order, MO,BAD,SM5-VER-1K,Spaceway,Classic Migration,Male,22,2,1,1,Unknown,0,,,,,,
Active,Pro,Uknown,Indirect,TAG, IL,GOOD,SM5-VER-15K,Broadband Remote,Dealer-Generated Sale,Male,50,5,0,0,N,0,,,,,,
Active,Elite,Vars,Indirect,RS&I, CA,GOOD,Unkown,Broadband Remote,Dealer-Generated Sale,Male,57,3,0,0,N,0,,,,,,
Active,Basic_Ltd,Retail/others,Indirect,Hughes Web Order, MI,BAD,SM5-VER-15K,Spaceway,Direct,Female,75,0,2,0,N,0,,,,,,
Active,Elite,Sales Agents,Direct,Hughes Web Order, TX,BAD,G17-HOR-6K,Spaceway,Direct,Male,44,9,0,0,N,0,,,,,,
Active,Power150,Uknown,Indirect,Hughes Web Order, NY,BAD,SM5-VER-5K,Broadband Remote,Direct,Male,22,8,0,0,N,0,,,,,,
Active,Unknown,Uknown,Indirect,AmericanSat, IL,GOOD,SM5-VER-15K,Broadband Remote,HN7000 Upgrade,Male,57,5,2,0,N,0,,,,,,
Active,Home,Sales Agents,Indirect,RS&I, NY,Unkown,G17-HOR-6K,Spaceway,Dealer-Generated Sale,Male,65,9,2,0,N,0,,,,,,
Active,Pro,Web orders,Indirect,TAG, NJ,Unkown,HZN-HOR-8K,Broadband Remote,DW7000 Upgrade,Female,25,7,1,1,Unknown,0,,,,,,
Active,Power150,Vars,Indirect,Best Buy, NH,Unkown,AM32-HOR-7K,Broadband Remote,Retail,Female,46.79,0,0,Unkown,Unknown,0,,,,,,
Active,Elite,Web orders,Indirect,ACS Pre-Install, TX,GOOD,SPACEWAY3,Spaceway,HN9000 Upgrade,Male,58,7,1,1,Y,0,,,,,,
Active,Basic_Ltd,Uknown,Indirect,ACS Pre-Install, MS,Unkown,SPACEWAY3,Spaceway,HN9000 Upgrade,Female,62,4,2,0,N,0,,,,,,
Active,Basic,Uknown,Indirect,Verisign Web Ordering, TX,GOOD,HZN2-VER-4K,Broadband Remote,Classic Migration,Female,66,4,1,0,N,0,,,,,,
Active,Pro,Sales Agents,Indirect,Hughes Web Order, IA,BAD,AMC-HOR-10K,Spaceway,HN9000 Upgrade,Male,61,4,1,1,Unknown,0,,,,,,
Active,Elite,Uknown,Indirect,TAG, CO,GOOD,G3C-VER-21K,Broadband Remote,Dealer-Generated Sale,Female,47,7,2,0,Unknown,0,,,,,,
Active,Power150,Vars,Direct,TAG, MS,GOOD,G17-HOR-2K,Broadband Remote,Direct,Male,38,7,0,Unkown,N,0,,,,,,
Active,Unknown,Call Center,Indirect,TAG, MI,GOOD,SPACEWAY3,Spaceway,Direct,Male,47,6,0,0,N,0,,,,,,
Active,Home,Uknown,Indirect,Perfect 10, NY,GOOD,AM9-HOR-21K,Spaceway,DW7000 Upgrade,Female,33,3,1,0,N,0,,,,,,
Active,Power150,Vars,Indirect,Perfect 10, IL,Unkown,G17-HOR-6K,Broadband Remote,HN7000 Upgrade,Male,30,7,Unkown,0,Y,0,,,,,,
Active,Elite,Retail/others,Indirect,AmericanSat, WI,GOOD,SPACEWAY3,Spaceway,Dial Return Upgrade,Male,24,0,1,0,N,0,,,,,,
Active,Elite,Uknown,Indirect,TAG, ID,GOOD,G16-VER-2K,Broadband Remote,HN7000 Upgrade,Female,56,8,2,1,N,0,,,,,,
Active,Pro,Uknown,Indirect,PEGASUS, CA,GOOD,Unkown,Broadband Remote,Retail       ,Male,46.79,0,0,Unkown,Unknown,0,,,,,,
Active,Basic_Ltd,Retail/others,Indirect,NCC, OK,GOOD,G17-HOR-6K,Broadband Remote,Retail       ,Female,49,0,1,0,Y,0,,,,,,
Active,Power150,Vars,Indirect,LiveBridge Communications LLC, WI,BAD,SM5-VER-1K,Broadband Remote,Direct,Male,55,9,0,Unkown,N,0,,,,,,
Active,Basic,Retail/others,Direct,ACS Pre-Install, CA,BAD,SM5-HOR-6K,Broadband Remote,Direct,Male,26,7,0,0,N,0,,,,,,
Active,Basic_Ltd,Retail/others,Indirect,ACS, VA,Unkown,AM9-HOR-17K,Broadband Remote,DPC Classic upgrade,Male,29,0,1,0,N,0,,,,,,
Active,Pro,Retail/others,Indirect,RS&I, CA,GOOD,SM5-HOR-14K,Broadband Remote,HN7000 Upgrade,Female,40,7,1,1,N,0,,,,,,
Active,Proplus,Web orders,Indirect,Best Buy, IL,BAD,SPACEWAY3,Broadband Remote,Dealer-Generated Sale,Male,57,0,Unkown,0,N,0,,,,,,
Active,Basic,Retail/others,Indirect,AmericanSat, OK,GOOD,SM5-VER-5K,Broadband Remote,Classic Migration,Male,33,6,0,0,N,0,,,,,,
Active,Proplus,Uknown,Indirect,TAG, NY,BAD,SM5-VER-5K,Spaceway,HN7000 Upgrade,Male,47,7,0,0,Unknown,0,,,,,,
Active,Home,Call Center,Indirect,TAG, IL,GOOD,SM5-VER-15K,Broadband Remote,DPC Classic upgrade,Female,41,5,Unkown,0,Unknown,0,,,,,,
Active,Basic,Retail/others,Indirect,TAG, MO,GOOD,SM5-VER-7K,Spaceway,DPC Classic upgrade,Male,31,8,0,0,N,0,,,,,,
Active,Pro,Call Center,Indirect,Perfect 10, OR,Unkown,G17-HOR-2K,Broadband Remote,DPC Classic upgrade,Male,29,5,0,0,Unknown,0,,,,,,
Active,Unknown,Call Center,Indirect,ValueElectronics, OR,GOOD,AM6-HOR-21K,Spaceway,HN7000 Upgrade,Male,42,8,1,0,N,0,,,,,,
Active,Unknown,Sales Agents,Indirect,ACS, AZ,GOOD,SM5-VER-1K,Broadband Remote,HN7000 Upgrade,Male,30,0,1,1,N,0,,,,,,
Active,Proplus,Retail/others,Direct,Perfect 10, NJ,GOOD,AM9-VER-2K ,Broadband Remote,HN7000 Upgrade,Male,58,0,0,0,N,0,,,,,,
Active,Pro,Web orders,Indirect,TAG, PA,GOOD,SM5-HOR-6K,Broadband Remote,National Sales,Female,53,4,1,0,Unknown,0,,,,,,
Active,Elite,Web orders,Indirect,AmericanSat, OK,GOOD,SM5-VER-5K,Broadband Remote,Retail       ,Male,31,4,0,Unkown,Unknown,0,,,,,,
Active,Basic,Uknown,Indirect,InfoDish, OH,BAD,G17-HOR-2K,Broadband Remote,DPC Classic upgrade,Female,72,4,2,0,N,0,,,,,,
Active,Basic_Ltd,Uknown,Direct,TAG, MS,Unkown,SM5-VER-5K,Broadband Remote,Dealer-Generated Sale,Male,31,0,1,0,N,0,,,,,,
Active,Basic,Uknown,Indirect,AmericanSat, TX,GOOD,SM5-VER-15K,Broadband Remote,DPC Classic upgrade,Male,36,0,0,0,N,0,,,,,,
Active,Proplus,Web orders,Indirect,RS&I, FL,GOOD,SM5-HOR-6K,Broadband Remote,Retail       ,Female,64,7,1,0,N,0,,,,,,
Active,Elite,Web orders,Indirect,RS&I, CO,GOOD,AM9-VER-2K ,Broadband Remote,Retail       ,Female,57,4,1,1,Unknown,0,,,,,,
Active,Proplus,Web orders,Indirect,Hughes Web Order, MD,BAD,G17-HOR-6K,Broadband Remote,DW7000 Upgrade,Male,35,A,0,0,Y,0,,,,,,
Active,Unknown,Uknown,Direct,AmericanSat, MS,GOOD,SM5-VER-15K,Spaceway,HN9000 Upgrade,Female,36,5,0,0,N,0,,,,,,
Active,Proplus,Uknown,Indirect,TAG, FL,BAD,SPACEWAY3,Broadband Remote,Direct,Male,47,0,0,0,N,0,,,,,,
Active,Unknown,Uknown,Indirect,RS&I, TX,GOOD,HZN-HOR-8K,Broadband Remote,Direct,Female,51,3,1,1,N,0,,,,,,
Active,Basic_Ltd,Call Center,Indirect,InfoDish, CA,BAD,SPACEWAY3,Broadband Remote,Dealer-Generated Sale,Female,45,4,0,0,N,0,,,,,,
Active,Proplus,Sales Agents,Indirect,AmericanSat, AR,Unkown,Unkown,Broadband Remote,DW6000 Upgrade,Male,57,0,1,0,N,0,,,,,,
Active,Pro,Vars,Indirect,NCC, IA,BAD,SM5-HOR-14K,Broadband Remote,DW6000 Upgrade,Male,42,6,0,0,N,0,,,,,,
Active,Proplus,Uknown,Direct,TAG, CA,GOOD,G17-HOR-6K,Spaceway,HN7000 Upgrade,Female,59,8,1,1,Unknown,0,,,,,,
Active,Unknown,Web orders,Direct,AmericanSat, NY,BAD,SPACEWAY3,Spaceway,Direct,Male,62,0,1,0,Y,0,,,,,,
Active,Elite,Uknown,Direct,TAG, MD,GOOD,G3C-VER-24K,Broadband Remote,Dealer-Generated Sale,Female,66,0,Unkown,0,N,0,,,,,,
Active,Basic,Vars,Indirect,TAG, NC,GOOD,AM9-VER-2K ,Broadband Remote,DW6000 Upgrade,Female,51,6,0,Unkown,N,0,,,,,,
Active,Power150,Sales Agents,Direct,ACS Pre-Install, NC,GOOD,SM5-VER-5K,Broadband Remote,Dealer-Generated Sale,Male,44,0,0,0,N,0,,,,,,
Active,Home,Web orders,Indirect,Hughes Web Order, MN,BAD,G17-HOR-6K,Spaceway,DW7000 Upgrade,Female,56,4,0,0,Unknown,0,,,,,,
Active,Home,Uknown,Indirect,TAG, CA,BAD,SPACEWAY3,Broadband Remote,Dealer-Generated Sale,Male,66,0,1,0,N,0,,,,,,
Active,Basic_Ltd,Call Center,Indirect,TAG, NC,GOOD,G3C-VER-21K,Broadband Remote,DW6000 Upgrade,Male,46.79,6,0,0,N,0,,,,,,
Active,Pro,Uknown,Indirect,Hughes Web Order, OH,BAD,SPACEWAY3,Broadband Remote,DW7000 Upgrade,Male,33,0,0,0,Unknown,0,,,,,,
Active,Basic,Uknown,Indirect,AmericanSat, AR,Unkown,G17-HOR-6K,Broadband Remote,Retail       ,Female,34,0,0,Unkown,N,0,,,,,,
Active,Home,Uknown,Indirect,TAG, AZ,BAD,SM5-VER-15K,Broadband Remote,UNKNOWN,Male,55,0,0,0,N,0,,,,,,
Active,Pro,Uknown,Direct,Hughes Web Order, GA,BAD,Unkown,Broadband Remote,Direct,Male,42,7,1,1,Y,0,,,,,,
Active,Pro,Retail/others,Indirect,TAG, CA,GOOD,SPACEWAY3,Spaceway,Retail       ,Male,58,6,0,Unkown,N,0,,,,,,
Active,Basic,Retail/others,Direct,ACS, VA,GOOD,SM5-VER-5K,Broadband Remote,Retail       ,Female,53,5,1,0,Y,0,,,,,,
Active,Unknown,Web orders,Indirect,TAG, NM,GOOD,Unkown,Broadband Remote,HN7000 Upgrade,Female,63,8,0,0,Unknown,0,,,,,,
Active,Basic_Ltd,Uknown,Indirect,Perfect 10, CO,Unkown,G17-HOR-2K,Spaceway,Retail       ,Female,61,5,1,0,Unknown,0,,,,,,
Active,Elite,Call Center,Indirect,ACS Pre-Install, WA,GOOD,G16-VER-15K,Broadband Remote,DW7000 Upgrade,Male,37,6,2,1,N,0,,,,,,
Active,Home,Vars,Indirect,ACS, MT,GOOD,G17-HOR-2K,Broadband Remote,HN9000 Upgrade,Female,47,7,0,0,N,0,,,,,,
Active,Basic,Retail/others,Direct,NCC, OR,BAD,G17-HOR-6K,Broadband Remote,HN9000 Upgrade,Female,33,0,0,Unkown,Unknown,0,,,,,,
Active,Home,Call Center,Indirect,Hughes Web Order, LA,BAD,SM5-VER-5K,Spaceway,DPC Classic upgrade,Male,44,3,1,1,Unknown,0,,,,,,
Active,Elite,Sales Agents,Indirect,Hughes Web Order, MI,BAD,Unkown,Broadband Remote,Dealer-Generated Sale,Male,58,0,0,0,Unknown,0,,,,,,
Active,Unknown,Sales Agents,Indirect,Perfect 10, WI,GOOD,HZN-HOR-8K,Broadband Remote,HN7000 Upgrade,Male,47,0,0,Unkown,N,0,,,,,,
Active,Home,Vars,Direct,UNKNOWN, MD,BAD,SM5-VER-5K,Spaceway,HN9000 Upgrade,Male,40,C,1,0,Unknown,0,,,,,,
Active,Basic_Ltd,Uknown,Indirect,InfoDish, FL,BAD,G16-VER-15K,Broadband Remote,Dealer-Generated Sale,Male,42,0,0,0,N,0,,,,,,
Active,Home,Vars,Indirect,Hughes Web Order, KY,BAD,G3C-VER-24K,Broadband Remote,Direct,Male,43,6,0,0,Unknown,0,,,,,,
Active,Basic,Vars,Indirect,ValueElectronics, WA,BAD,SPACEWAY3,Broadband Remote,Retail       ,Male,37,3,0,0,N,0,,,,,,
Active,Power150,Uknown,Indirect,TAG, OH,GOOD,AM9-HOR-21K,Broadband Remote,Retail,Male,38,0,1,0,N,0,,,,,,
Active,Unknown,Call Center,Indirect,Verisign Web Ordering, OK,BAD,Unkown,Broadband Remote,DW6000 Upgrade,Male,29,0,0,0,Unknown,0,,,,,,
Active,Basic,Retail/others,Indirect,Hughes Web Order, TX,BAD,HZN2-VER-4K,Spaceway,HN7000 Upgrade,Female,37,0,1,0,N,0,,,,,,
Active,Home,Web orders,Direct,AmericanSat, NC,GOOD,G17-HOR-2K,Spaceway,UNKNOWN,Male,25,0,0,0,N,0,,,,,,
Active,Power150,Vars,Indirect,RS&I, MN,GOOD,Unkown,Broadband Remote,Classic Migration,Male,46,7,1,0,Unknown,0,,,,,,
Active,Basic_Ltd,Vars,Direct,RS&I, IA,GOOD,Unkown,Broadband Remote,HN7000 Upgrade,Male,30,5,1,0,N,0,,,,,,
Active,Basic_Ltd,Retail/others,Indirect,ACS Pre-Install, CA,Unkown,Unkown,Broadband Remote,DW7000 Upgrade,Male,43,8,0,0,N,0,,,,,,
Active,Home,Uknown,Direct,NCC, NV,GOOD,SM5-HOR-14K,Spaceway,DPC Classic upgrade,Male,27,6,0,0,Unknown,0,,,,,,
Active,Elite,Uknown,Indirect,Best Buy, NM,GOOD,SM5-VER-15K,Broadband Remote,DW6000 Upgrade,Male,59,4,0,0,N,0,,,,,,
Active,Basic,Uknown,Direct,ACS, AZ,GOOD,HZN-VER-11K,Broadband Remote,HN7000 Upgrade,Female,55,0,0,0,N,0,,,,,,
Active,Proplus,Sales Agents,Indirect,AmericanSat, NY,GOOD,G17-HOR-6K,Spaceway,DW6000 Upgrade,Male,41,6,1,1,N,0,,,,,,
Active,Unknown,Uknown,Indirect,Verisign Web Ordering, NM,GOOD,SM5-VER-1K,Spaceway,DW6000 Upgrade,Female,54,0,1,0,N,0,,,,,,
Active,Pro,Vars,Direct,TAG, MO,GOOD,AM9-HOR-21K,Broadband Remote,Direct,Female,57,6,1,0,Unknown,0,,,,,,
Active,Power150,Vars,Indirect,NCC, NV,Unkown,SPACEWAY3,Spaceway,Dealer-Generated Sale,Male,36,6,2,0,N,0,,,,,,
Active,Unknown,Vars,Indirect,Hughes Web Order, VA,BAD,Unkown,Broadband Remote,Direct,Male,43,3,1,0,N,0,,,,,,
Active,Proplus,Web orders,Indirect,ACS, TN,BAD,SM5-VER-5K,Broadband Remote,Dealer-Generated Sale,Female,36,6,0,0,N,0,,,,,,
Active,Home,Uknown,Indirect,Perfect 10, WI,GOOD,SM5-VER-5K,Broadband Remote,Dealer-Generated Sale,Male,37,5,1,1,N,0,,,,,,
Active,Elite,Uknown,Indirect,NCC, TX,GOOD,G17-HOR-6K,Broadband Remote,Direct,Male,41,1,1,1,N,0,,,,,,
Active,Proplus,Sales Agents,Indirect,Perfect 10, VA,GOOD,Unkown,Broadband Remote,Classic Migration,Male,24,0,0,0,N,0,,,,,,
Active,Elite,Web orders,Indirect,ACS Pre-Install, MD,Unkown,HZN2-VER-4K,Spaceway,DPC Classic upgrade,Female,41,0,2,0,N,0,,,,,,
Active,Power150,Sales Agents,Indirect,Hughes Web Order, FL,BAD,Unkown,Broadband Remote,HN7000 Upgrade,Male,34,4,0,0,N,0,,,,,,
Active,Basic,Sales Agents,Indirect,AmericanSat, LA,GOOD,Unkown,Broadband Remote,DW6000 Upgrade,Female,34,6,1,0,Unknown,0,,,,,,
Active,Pro,Uknown,Indirect,RS&I, OR,BAD,G17-HOR-6K,Broadband Remote,Direct,Male,48,4,0,Unkown,N,0,,,,,,
Active,Basic_Ltd,Uknown,Indirect,UNKNOWN, NM,GOOD,Unkown,Broadband Remote,Retail       ,Male,46.79,0,0,Unkown,Unknown,0,,,,,,
Active,Home,Uknown,Indirect,Verisign Web Ordering, NJ,GOOD,G17-HOR-6K,Spaceway,National Sales,Female,42,4,0,0,Unknown,0,,,,,,
Active,Proplus,Sales Agents,Indirect,TAG, MN,GOOD,SM5-VER-5K,Broadband Remote,DPC Classic upgrade,Female,59,6,0,0,Unknown,0,,,,,,
Active,Basic,Call Center,Indirect,UNKNOWN, CA,GOOD,SM5-VER-7K,Broadband Remote,Dealer-Generated Sale,Male,65,6,2,0,N,0,,,,,,
Active,Home,Call Center,Indirect,RS&I, AR,GOOD,SM5-VER-1K,Broadband Remote,Dealer-Generated Sale,Female,63,0,1,1,N,0,,,,,,
Active,Home,Uknown,Direct,Hughes Web Order, CO,BAD,G17-HOR-2K,Broadband Remote,HN7000 Upgrade,Male,62,6,1,1,Y,0,,,,,,
Active,Basic,Sales Agents,Direct,TAG, MI,GOOD,SPACEWAY3,Broadband Remote,Dealer-Generated Sale,Female,63,3,1,1,N,0,,,,,,
Active,Pro,Retail/others,Indirect,TAG, OR,GOOD,G17-HOR-6K,Broadband Remote,DPC Classic upgrade,Male,32,0,1,1,N,0,,,,,,
Active,Home,Sales Agents,Indirect,TAG, IL,GOOD,AM9-VER-2K ,Broadband Remote,DW6000 Upgrade,Female,42,8,1,1,Unknown,0,,,,,,
Active,Proplus,Retail/others,Direct,ACS, IN,GOOD,SPACEWAY3,Broadband Remote,Dealer-Generated Sale,Female,45,6,1,0,Unknown,0,,,,,,
Active,Basic,Vars,Indirect,NCC, TX,GOOD,SPACEWAY3,Broadband Remote,Dial Return Upgrade,Male,41,6,1,0,Y,0,,,,,,
Active,Basic,Uknown,Indirect,MiniDish, CA,GOOD,AM6-HOR-21K,Broadband Remote,DW6000 Upgrade,Female,66,7,0,0,Unknown,0,,,,,,
Active,Power150,Retail/others,Indirect,TAG, MD,GOOD,AM9-HOR-17K,Broadband Remote,Classic Migration,Male,23,8,0,0,N,0,,,,,,
Active,Home,Sales Agents,Direct,LiveBridge Communications LLC, MS,BAD,AM6-HOR-21K,Spaceway,Retail       ,Male,61,0,0,0,N,0,,,,,,
Active,Basic,Retail/others,Direct,Perfect 10, IL,GOOD,AM6-HOR-21K,Broadband Remote,DPC Classic upgrade,Female,48,9,1,0,N,0,,,,,,
Active,Home,Sales Agents,Indirect,RS&I, NY,GOOD,AM9-VER-2K ,Broadband Remote,DW7000 Upgrade,Male,23,5,1,1,Unknown,0,,,,,,
Active,Power150,Uknown,Indirect,Perfect 10, OH,Unkown,Unkown,Broadband Remote,Dealer-Generated Sale,Male,27,8,1,0,Unknown,0,,,,,,
Active,Proplus,Web orders,Indirect,ACS, MS,GOOD,SM5-VER-15K,Broadband Remote,DW6000 Upgrade,Female,25,6,1,0,N,0,,,,,,
Active,Power150,Sales Agents,Direct,TAG, MD,Unkown,SM5-VER-5K,Broadband Remote,HN7000 Upgrade,Female,27,6,0,0,Y,0,,,,,,
Active,Basic,Web orders,Indirect,TAG, IL,Unkown,SM5-VER-15K,Broadband Remote,DW6000 Upgrade,Male,54,0,1,1,Unknown,0,,,,,,
Active,Home,Web orders,Direct,Hughes Web Order, IL,BAD,SM5-VER-15K,Broadband Remote,HN7000 Upgrade,Male,50,6,1,1,N,0,,,,,,
Active,Proplus,Sales Agents,Indirect,AmericanSat, NM,GOOD,Unkown,Broadband Remote,Dealer-Generated Sale,Male,34,0,0,0,N,0,,,,,,
Active,Power150,Sales Agents,Indirect,TAG, CA,GOOD,SM5-VER-5K,Spaceway,HN7000 Upgrade,Female,62,6,1,0,N,0,,,,,,
Active,Elite,Web orders,Indirect,Hughes Web Order, ID,BAD,SM5-VER-7K,Broadband Remote,Retail,Male,58,4,2,1,Y,0,,,,,,
Active,Basic_Ltd,Uknown,Indirect,UNKNOWN, FL,GOOD,G17-HOR-2K,Broadband Remote,Direct,Male,24,7,0,0,N,0,,,,,,
Active,Basic,Vars,Indirect,LiveBridge Communications LLC, CA,BAD,SM5-VER-1K,Broadband Remote,Dealer-Generated Sale,Female,31,3,0,0,N,0,,,,,,
Active,Pro,Retail/others,Indirect,ACS, GA,GOOD,SM5-HOR-14K,Broadband Remote,Classic Migration,Female,71,0,Unkown,1,N,0,,,,,,
Active,Proplus,Retail/others,Indirect,RS&I, MS,GOOD,AM6-HOR-21K,Broadband Remote,HN9000 Upgrade,Male,31,C,1,1,Y,0,,,,,,
Active,Home,Call Center,Direct,NCC, TX,Unkown,SPACEWAY3,Broadband Remote,Retail       ,Female,58,4,0,0,N,0,,,,,,
Active,Unknown,Uknown,Indirect,AmericanSat, IL,GOOD,SM5-VER-5K,Broadband Remote,HN7000 Upgrade,Female,37,6,0,Unkown,Unknown,0,,,,,,
Active,Home,Retail/others,Indirect,UNKNOWN, CA,BAD,SM5-VER-15K,Spaceway,DW6000 Upgrade,Female,63,7,1,0,Unknown,0,,,,,,
Active,Unknown,Vars,Indirect,Perfect 10, AR,Unkown,G17-HOR-6K,Spaceway,HN7000 Upgrade,Male,29,6,0,0,N,0,,,,,,
Active,Pro,Web orders,Direct,ACS, OR,GOOD,SPACEWAY3,Broadband Remote,Retail       ,Male,24,8,0,0,Unknown,0,,,,,,
Active,Power150,Uknown,Direct,RS&I, CA,GOOD,SM5-VER-7K,Broadband Remote,HN9000 Upgrade,Male,39,0,1,0,N,0,,,,,,
Active,Elite,Vars,Indirect,Hughes Web Order, CA,BAD,Unkown,Spaceway,Dealer-Generated Sale,Male,55,3,0,0,N,0,,,,,,
Active,Proplus,Call Center,Direct,Hughes Web Order, MS,BAD,SPACEWAY3,Broadband Remote,Dealer-Generated Sale,Male,41,4,Unkown,0,N,0,,,,,,
Active,Unknown,Call Center,Indirect,NRTC, AL,GOOD,SM5-VER-5K,Broadband Remote,Dealer-Generated Sale,Male,23,3,0,0,N,0,,,,,,
Active,Power150,Sales Agents,Indirect,Hughes Web Order, MD,BAD,SM5-VER-15K,Broadband Remote,HN7000 Upgrade,Male,43,6,0,Unkown,N,0,,,,,,
Active,Proplus,Vars,Indirect,TAG, CA,BAD,G17-HOR-2K,Spaceway,Direct,Male,40,9,0,0,N,0,,,,,,
Active,Basic_Ltd,Web orders,Indirect,Verisign Web Ordering, CA,BAD,SM5-VER-15K,Broadband Remote,Dealer-Generated Sale,Female,49,6,0,0,N,0,,,,,,
Active,Basic,Retail/others,Indirect,LiveBridge Communications LLC, SC,BAD,AM6-HOR-21K,Broadband Remote,HN7000 Upgrade,Male,32,7,0,0,N,0,,,,,,
Active,Unknown,Retail/others,Indirect,Hughes Web Order, TX,BAD,SPACEWAY3,Broadband Remote,Dealer-Generated Sale,Female,50,6,2,0,Unknown,0,,,,,,
Active,Elite,Uknown,Direct,NCC, OR,GOOD,G17-HOR-6K,Broadband Remote,Direct,Male,30,0,1,0,Y,0,,,,,,
Active,Proplus,Retail/others,Indirect,ACS Pre-Install, MS,BAD,SM5-VER-5K,Broadband Remote,DPC Classic upgrade,Female,37,0,0,0,N,0,,,,,,
Active,Power150,Sales Agents,Indirect,Verisign Web Ordering, SC,GOOD,G3C-VER-9K,Spaceway,Direct,Female,35,6,1,1,N,0,,,,,,
